<<<<<<< HEAD
Eccentricity,Convexity,FeretDiameter,Area,Perimeter,Solidity,Extent,AspectRatio,Circularity,Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,contrast,dissimilarity,homogeneity,energy,correlation,Class
-0.431018201,-0.253410701,-0.603040788,-0.260132488,-0.538665171,-0.253410701,-0.249275091,-0.420606005,-0.229214396,-0.339937586,-0.375544736,-0.185848214,-0.117789808,-0.029858928,-0.048359388,0.004461833,-0.018232226,-0.574065407,-0.259151865,-0.485731037,-0.527646998,-0.267844544,-0.369967597,0.101070519,0.270082162,0.8922128,-0.238580872,-0.316480603,0.377915443,0.532131817,-1.645692876,Chlamydomonas_Reinhardtii
-0.38961708,-0.764365239,-0.750771804,-0.322453735,-0.741438327,-0.764365239,-0.631375925,0.058885786,-0.713531741,-0.56889179,-0.406768395,-0.108685544,-0.009142178,-0.025812629,-0.00050197,0.004154398,1.01438968,1.818740947,2.004512018,1.606747259,1.800346589,2.932602097,2.648609956,-2.187239492,-2.421054124,-1.761564457,0.64086495,0.934979866,-1.603771207,-1.569077366,-1.779044784,Chlamydomonas_Reinhardtii
-0.348215959,-0.579543199,-0.710715795,-0.354674955,-0.661959803,-0.579543199,-0.726298806,0.210191094,-0.740851577,0.768701763,-0.354199303,-0.201336923,-0.149018163,-0.029871114,-0.050504705,0.004374481,1.607977943,1.402717408,0.859537219,-0.101469581,-0.334598152,-0.258778878,0.368043585,-0.326242924,-0.471676999,0.288019794,0.431279174,0.893782327,-1.06641736,-0.671531166,-2.015060245,Chlamydomonas_Reinhardtii
-0.306814838,-0.34529842,-0.639069713,-0.257125469,-0.635401339,-0.34529842,-0.493271591,0.586808033,-0.437749581,0.400944111,-0.263391582,-0.127820034,-0.085737574,-0.029766526,-0.045334574,0.004777448,-0.270076209,-0.07483716,-0.570714893,-0.697324359,-0.76742244,-0.667533748,-0.126759366,1.102787711,0.589478222,0.189227059,-0.557948459,-0.58338025,0.579217114,0.613621801,-0.884331799,Chlamydomonas_Reinhardtii
-0.265413717,0.438894997,-0.465572749,0.206235788,-0.459136428,0.438894997,0.422188238,-0.531748281,0.405754502,0.191596346,-0.331421276,-0.196327876,-0.15238514,-0.029881571,-0.051397037,0.00444386,0.091372246,0.027155708,-0.215857747,-0.424848053,-0.609692758,-0.467022553,-0.406868156,0.276791541,0.402668259,0.480251963,-0.191621816,-0.208333472,0.179490701,0.261163191,-1.374390022,Chlamydomonas_Reinhardtii
-0.184427522,-0.229442805,-0.646361743,-0.315994661,-0.655782194,-0.229442805,-0.194153883,-0.189175556,-0.191085894,-0.669891933,-0.5009611,-0.227355443,-0.168582779,-0.029880139,-0.051584734,0.004520695,0.503928404,0.81625842,3.737822956,3.50959003,2.994836325,4.25272301,3.22224592,-2.874734571,-3.105091106,-3.554190264,0.371936871,0.719970986,-1.671686578,-1.739764347,-0.739543385,Chlamydomonas_Reinhardtii
-0.103441327,-0.21414724,-0.647390635,-0.344475549,-0.672655068,-0.21414724,-0.213983742,-0.126906776,-0.16014628,-0.632084132,-0.524607425,-0.209017007,-0.14737055,-0.029778083,-0.049347758,0.004500716,1.167712789,0.990719904,3.709991023,2.984100012,2.524718509,3.607994194,2.941578031,-2.627436758,-2.987081316,-2.79718485,0.479856603,0.830688881,-1.727393115,-1.790827032,-1.100430087,Chlamydomonas_Reinhardtii
-0.153769278,-0.020169366,-0.675706121,-0.356421951,-0.708501056,-0.020169366,-0.109739738,-0.140083965,0.038912094,-0.636824145,-0.477643858,-0.214294486,-0.152351218,-0.029860131,-0.050122663,0.004562048,1.327809209,1.079292657,3.811268335,2.510011202,2.330792168,3.520537183,2.280722564,-2.395170071,-2.873735945,-2.505186618,0.383949968,0.773468481,-1.723323961,-1.838363011,-0.656810192,Chlamydomonas_Reinhardtii
-0.032105594,-0.182239376,-0.662512192,-0.349245777,-0.693306513,-0.182239376,-0.217303879,-0.196801578,-0.160208085,-0.371780053,-0.391330528,-0.201757734,-0.136101308,-0.029818076,-0.046811671,0.00288019,1.523619445,1.562416767,3.266999423,2.545942144,2.178108081,3.195506403,2.415465515,-2.458157647,-2.863940666,-2.17425529,0.534935081,0.887263978,-1.825978384,-1.77894726,-1.243369187,Chlamydomonas_Reinhardtii
0.08955809,-0.328975307,-0.655996722,-0.329146061,-0.652263161,-0.328975307,-0.327725411,-0.025555736,-0.315181478,-0.604947974,-0.490417506,-0.206849006,-0.141564648,-0.029780354,-0.04765729,0.004528994,0.886312544,1.167865411,3.178091859,2.695654399,2.47777254,3.400550431,3.13223092,-2.551207475,-2.863357614,-2.593759415,0.248938237,0.624092461,-1.606134518,-1.659449704,-0.991624414,Chlamydomonas_Reinhardtii
0.007386077,-0.186360074,-0.612071253,-0.300655592,-0.657521738,-0.186360074,-0.19259498,-0.135031035,-0.156216163,-0.519878001,-0.444185617,-0.187326194,-0.119383532,-0.029632539,-0.043638461,0.004558482,0.90047492,0.831691551,3.890898588,3.414772268,3.471315977,4.683075495,2.774966416,-3.235123714,-3.31475672,-3.762482335,0.592600246,0.999805443,-2.01134065,-2.243178372,-0.714579774,Chlamydomonas_Reinhardtii
-0.074785936,-0.229487962,-0.68137215,-0.327124248,-0.686004536,-0.229487962,-0.241813422,-0.166179176,-0.203019668,-0.623596267,-0.457073738,-0.208566611,-0.149377553,-0.029847358,-0.049607016,0.004486746,0.819810954,0.712923541,3.96125153,3.457190741,3.476142198,4.740935773,2.755397938,-3.419433951,-3.289335639,-3.707732667,0.497005087,0.887974595,-1.948825808,-2.224876462,-1.03737747,Chlamydomonas_Reinhardtii
-0.068661863,-0.096802754,-0.620838079,-0.320105465,-0.627272969,-0.096802754,-0.160310095,-0.133421705,-0.092922178,-0.735535019,-0.532732441,-0.217838299,-0.156054958,-0.029871441,-0.050725993,0.004510301,1.414630728,1.458410882,2.936108664,2.007976104,2.388268075,3.551467102,1.392872749,-2.613479283,-2.630253297,-2.221948334,1.189968133,1.349985827,-1.896954395,-1.801409229,-1.370074849,Chlamydomonas_Reinhardtii
-0.152266838,0.170989302,-0.701899825,-0.361859186,-0.772570836,0.170989302,-0.029179737,-0.0893968,0.143808558,-0.620078017,-0.490597991,-0.204651992,-0.131031261,-0.029639116,-0.043979125,0.004557095,1.026089033,0.719633598,4.021554051,2.978111522,3.168360913,4.442035441,2.312591229,-3.191103988,-3.109755524,-3.300151803,0.282122879,0.708107328,-1.84957794,-1.944574193,-0.870971072,Chlamydomonas_Reinhardtii
0.119429089,-0.136948893,-0.665189348,-0.316932472,-0.720963069,-0.136948893,-0.207565763,0.125768189,-0.143448442,-0.33229888,-0.386599217,-0.141565459,-0.054619522,-0.029286712,-0.037144426,0.005987749,1.754527742,1.534905533,2.842562445,1.87672836,1.624628264,2.430524198,2.047019023,-1.785693694,-2.517607589,-1.503146022,0.350734293,0.745362506,-1.658555303,-1.709269184,-1.030443097,Chlamydomonas_Reinhardtii
0.051804,-0.355194805,-0.664313175,-0.307966005,-0.652343048,-0.355194805,-0.32812974,-0.197987726,-0.344968,-0.637857826,-0.37305577,-0.031903289,0.104763807,-0.01256255,0.037242837,0.004330947,0.629542517,1.029638235,3.574696905,3.24609646,3.363603496,4.375376134,2.801244087,-3.347141392,-3.123165728,-3.480217378,0.330519468,0.771158973,-1.958449897,-2.193654306,-0.654440097,Chlamydomonas_Reinhardtii
-0.205423141,0.221335949,-0.660370705,-0.308911712,-0.701994832,0.221335949,0.058601781,-0.237220918,0.222748661,-0.544603916,-0.500418566,-0.216149608,-0.153810758,-0.029866606,-0.050165764,0.004523154,2.349347516,1.827464021,2.721957402,1.191046228,1.100325147,2.112159348,1.944144737,-1.645403184,-2.381873009,-0.933749471,0.411474003,0.748293804,-1.610904746,-1.524540902,-1.154748789,Chlamydomonas_Reinhardtii
-0.133386481,-0.347935239,-0.673194633,-0.279749429,-0.65196346,-0.347935239,-0.308363485,-0.045629341,-0.345905455,-0.513182929,-0.328185804,-0.206990382,-0.147230588,-0.029845013,-0.049317243,0.004427431,1.644307515,1.538260561,2.196243112,1.669127365,1.788500409,2.429457649,2.223694427,-2.009013283,-2.452189118,-1.398513323,0.411097699,0.727424634,-1.585394267,-1.610290066,-0.803552841,Chlamydomonas_Reinhardtii
-0.061349821,-0.174560936,-0.647404024,-0.307883941,-0.673251658,-0.174560936,-0.195287599,-0.207337646,-0.153348925,-0.4930306,-0.485150709,-0.216497538,-0.160320348,-0.029876457,-0.051142852,0.004216422,2.407228529,2.124048544,2.036209497,0.527820935,0.361474563,1.022413,1.720504985,-0.658717118,-1.926159316,-0.235387035,0.365490841,0.642712212,-1.329327251,-1.145765559,-1.281120599,Chlamydomonas_Reinhardtii
0.071584962,-0.137471802,-0.637571073,-0.328403693,-0.705454768,-0.137471802,-0.247140138,0.152419328,-0.163136567,-0.347092266,-0.451388842,-0.208031377,-0.155028343,-0.02985892,-0.050747109,0.004531531,1.988514817,1.94489002,3.122427993,1.669127365,1.715448971,2.230013003,1.755728246,-1.935289188,-2.483207502,-1.492196088,0.530929764,1.028240601,-1.938695991,-1.815410699,-0.415388394,Chlamydomonas_Reinhardtii
0.021406172,-0.601063554,-0.674059168,-0.281704917,-0.652097985,-0.601063554,-0.52287907,-0.033231329,-0.570211377,-0.463848005,-0.503938844,-0.217922108,-0.158410685,-0.029876966,-0.051180187,0.004474811,1.745907166,1.767073508,2.025385968,1.500950598,1.58338601,2.024968975,2.246617502,-1.882322362,-2.379074357,-1.037895507,0.510016726,0.915085183,-1.729259695,-1.739860481,-0.527816786,Chlamydomonas_Reinhardtii
-0.028772619,-0.029809422,-0.683196029,-0.321858266,-0.71964766,-0.029809422,-0.154166584,-0.128430027,-0.037842135,-0.37008289,-0.447269866,-0.200967226,-0.143613707,-0.029860838,-0.050173489,0.004448531,1.572264126,1.495316196,2.410394374,1.462025411,1.519987014,2.191083967,1.854688837,-1.630729942,-2.302811114,-1.213824441,0.328082768,0.712167254,-1.574287925,-1.528214708,-0.542081596,Chlamydomonas_Reinhardtii
-0.269650837,0.012778738,-0.649803194,-0.334778721,-0.65845135,0.012778738,-0.087673144,-0.199096316,0.028753015,-0.243437147,-0.398256242,-0.194775832,-0.143923282,-0.029839807,-0.049135393,0.003767737,2.635673805,2.028094728,2.420444795,0.661064843,0.554084662,1.214391803,1.305653245,-0.828711997,-1.948431914,-0.523005293,0.393223983,0.718123902,-1.435529543,-1.232778155,-0.829516644,Chlamydomonas_Reinhardtii
-0.262148328,-0.413836758,-0.709803105,-0.277087605,-0.712869022,-0.413836758,-0.344578201,-0.059815359,-0.370846738,-0.558853325,-0.47240273,-0.207867855,-0.161070367,-0.029871028,-0.050761713,0.004344499,1.338892807,1.444319762,3.113923792,2.62578868,2.360188243,3.38721857,2.214748837,-2.523292527,-2.850064021,-2.32341772,1.053851478,1.384866183,-2.050548406,-1.98899851,-1.536303814,Chlamydomonas_Reinhardtii
-0.25464582,-0.152955149,-0.64192598,-0.308396077,-0.644249479,-0.152955149,-0.158194678,-0.314260551,-0.129355301,-0.408204526,-0.469533823,-0.214184678,-0.153948465,-0.029870766,-0.050526178,0.004535404,2.362278381,1.781835633,1.60094899,0.414538661,0.220636655,0.972285201,1.84238865,-0.699873773,-1.866221537,0.150537293,0.341305208,0.534128782,-1.156928287,-1.064553052,-1.542322194,Chlamydomonas_Reinhardtii
0.012643529,-0.301238218,-0.623328997,-0.311014388,-0.660279119,-0.301238218,-0.27968524,-0.186465866,-0.245604881,-0.253762959,-0.424574131,-0.200592,-0.144556577,-0.029849363,-0.049647571,0.004784906,2.379519533,1.878460455,1.798864958,0.7533874,0.548380946,1.081873101,1.675217936,-0.932856228,-1.916364037,-0.246580301,0.343182625,0.632115648,-1.361750046,-1.287298721,-0.927402325,Chlamydomonas_Reinhardtii
-0.009974911,-0.39269869,-0.669240813,-0.21740668,-0.692330805,-0.39269869,-0.338826727,-0.045244245,-0.375331767,-0.368283291,-0.448619787,-0.205461072,-0.147327077,-0.02986852,-0.050095783,0.004433345,1.781005227,1.783177645,1.285520416,0.782830811,0.683515138,1.296782707,1.7971016,-1.052747353,-1.893974828,-0.192560628,0.166134552,0.456337045,-1.180408705,-1.138566332,-0.775599149,Chlamydomonas_Reinhardtii
-0.131212616,-0.210246961,-0.626362876,-0.333166104,-0.639647216,-0.210246961,-0.24949358,-0.081752315,-0.180477374,-0.27022787,-0.416811506,-0.192775511,-0.127541766,-0.02972438,-0.046383826,0.00455633,2.231738223,1.984479357,1.917150673,0.714462214,0.627794221,1.394638569,1.593030327,-1.09497766,-1.914381659,-0.476528908,0.334063501,0.627332041,-1.310257658,-1.240855651,-0.729673032,Chlamydomonas_Reinhardtii
-0.25245032,-0.18301004,-0.659463024,-0.332423958,-0.687342034,-0.18301004,-0.215339744,-0.108870079,-0.171637689,-0.343143981,-0.276393718,-0.184481021,-0.126787379,-0.029824241,-0.047565359,0.005105428,1.817950554,1.336958849,1.629554032,0.584711592,0.432112891,1.055742653,1.22905663,-0.294391252,-1.68839058,-0.25558358,0.103729565,0.395466891,-1.036557291,-0.924481302,-0.865022222,Chlamydomonas_Reinhardtii
-0.373688024,-0.23667161,-0.658106097,-0.252719739,-0.714063964,-0.23667161,-0.2011959,-0.201816246,-0.211976129,-0.247379422,-0.39293877,-0.201038448,-0.138669971,-0.02984441,-0.048466181,0.004721747,2.108587131,1.489277145,1.21903302,0.250853262,0.176323169,0.731511785,1.514197314,-0.060335145,-1.647576917,0.077537736,0.116628581,0.280900688,-0.830628276,-0.842067771,-1.033800936,Chlamydomonas_Reinhardtii
0.001135497,-0.27409275,-0.672876792,-0.343501783,-0.650397622,-0.27409275,-0.290250351,-0.192979548,-0.248506727,-0.509050911,-0.47150773,-0.215537104,-0.150212742,-0.029866601,-0.050238043,0.004485765,2.27422535,1.869066375,1.515133863,0.356649922,0.269556987,1.001082021,1.818906476,-0.542762717,-1.879981572,0.060504505,0.336867677,0.552610068,-1.19785552,-1.045975864,-1.551840265,Chlamydomonas_Reinhardtii
0.159342883,-0.441415674,-0.658491182,-0.324017266,-0.670127153,-0.441415674,-0.360837359,-0.215948813,-0.408293723,-0.42937189,-0.465640301,-0.205490444,-0.147268266,-0.029864492,-0.049947388,0.004441873,2.148611236,1.755666411,1.183469995,0.387590455,0.303121162,1.069341152,1.719386787,-0.792923602,-1.765120265,0.11476751,0.110921693,0.357106598,-1.038792177,-0.98488071,-1.218838909,Chlamydomonas_Reinhardtii
0.317550268,-0.287517692,-0.63117161,-0.304287442,-0.670017873,-0.287517692,-0.362886974,0.12722431,-0.333763787,0.227485075,-0.327701448,-0.189621478,-0.138557771,-0.029819326,-0.048536754,0.004557482,1.900461786,2.2481846,3.485789341,2.300913085,2.073028084,2.659565576,2.326568713,-2.375486453,-2.706749761,-2.261124764,0.69677629,1.412595949,-2.349177548,-2.226560116,0.079742974,Chlamydomonas_Reinhardtii
0.026140347,-0.546488919,-0.632867585,-0.254451908,-0.615142639,-0.546488919,-0.417159756,-0.105962804,-0.489803865,-0.014488946,-0.345286822,-0.188186726,-0.128684561,-0.029829772,-0.04716707,0.004431881,1.71819817,1.878460455,1.684444789,1.191046228,1.088259594,1.418369282,1.820583774,-1.191248444,-1.988662524,-0.80527025,0.368547016,0.702615716,-1.446799955,-1.302130755,-0.354732989,Chlamydomonas_Reinhardtii
-0.265269574,0.15334568,-0.676300472,-0.329334736,-0.73187972,0.15334568,-0.015211218,-0.334116905,0.148656361,-0.320525904,-0.398978156,-0.185308718,-0.125523052,-0.029819637,-0.047589918,0.004602678,1.234830134,1.63220136,2.864982613,1.737495962,1.93306767,3.15444427,1.409086631,-2.173997786,-2.433531444,-1.908780231,0.67553733,0.965170668,-1.654854462,-1.600484863,-1.213305567,Chlamydomonas_Reinhardtii
-0.176434866,-0.200428137,-0.664122566,-0.307368507,-0.720686855,-0.200428137,-0.182306041,-0.022715468,-0.143523916,-0.053723376,-0.235757359,-0.161420843,-0.125792762,-0.02982058,-0.048082616,0.000721948,2.378288022,1.896577609,1.659705293,0.38459621,0.252665213,0.959486614,1.750137252,-0.681979576,-1.844648601,0.057827855,0.214585982,0.473770692,-1.169802013,-1.094880536,-1.11888872,Chlamydomonas_Reinhardtii
