<<<<<<< HEAD
Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,contrast,dissimilarity,homogeneity,energy,correlation,Eccentricity,Convexity,FeretDiameter,Area,Perimeter,Solidity,Extent,AspectRatio,Circularity,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,Class
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.238580872,-0.316480603,0.377915443,0.532131817,-1.645692876,-0.233438678,0.488603071,-0.223171871,-0.282621284,-0.426441014,0.488603071,0.930275377,-0.365995931,0.723310613,-0.018232226,-0.574065407,-0.259151865,-0.485731037,-0.527646998,-0.267844544,-0.369967597,0.101070519,0.270082162,0.8922128,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,0.64086495,0.934979866,-1.603771207,-1.569077366,-1.779044784,-0.233438678,0.663652173,-0.284689228,-0.37621942,-0.284152862,0.663652173,1.201917337,-1.231976313,0.661872982,1.01438968,1.818740947,2.004512018,1.606747259,1.800346589,2.932602097,2.648609956,-2.187239492,-2.421054124,-1.761564457,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,0.431279174,0.893782327,-1.06641736,-0.671531166,-2.015060245,-0.233438678,0.176824176,0.112190871,-0.388105228,0.390949943,0.176824176,0.22933091,-0.908561783,-0.141390352,1.607977943,1.402717408,0.859537219,-0.101469581,-0.334598152,-0.258778878,0.368043585,-0.326242924,-0.471676999,0.288019794,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.557948459,-0.58338025,0.579217114,0.613621801,-0.884331799,-0.233438678,0.627436009,-0.62577451,-0.556354408,-0.625633136,0.627436009,0.240833358,-0.160386692,0.53717842,-0.270076209,-0.07483716,-0.570714893,-0.697324359,-0.76742244,-0.667533748,-0.126759366,1.102787711,0.589478222,0.189227059,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,-0.191621816,-0.208333472,0.179490701,0.261163191,-1.374390022,-0.233438678,0.456348609,-0.528940704,-0.525952178,-0.570086335,0.456348609,0.295509931,-0.609606913,0.367745077,0.091372246,0.027155708,-0.215857747,-0.424848053,-0.609692758,-0.467022553,-0.406868156,0.276791541,0.402668259,0.480251963,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,0.371936871,0.719970986,-1.671686578,-1.739764347,-0.739543385,-0.233438678,0.756967077,-0.669175887,-0.526617019,-0.661165271,0.756967077,0.826906799,-1.078981554,0.851518414,0.503928404,0.81625842,3.737822956,3.50959003,2.994836325,4.25272301,3.22224592,-2.874734571,-3.105091106,-3.554190264,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,0.479856603,0.830688881,-1.727393115,-1.790827032,-1.100430087,-0.233438678,0.91389476,-0.700221593,-0.500231117,-0.674435615,0.91389476,0.850532921,-1.153282154,0.947147548,1.167712789,0.990719904,3.709991023,2.984100012,2.524718509,3.607994194,2.941578031,-2.627436758,-2.987081316,-2.79718485,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,0.383949968,0.773468481,-1.723323961,-1.838363011,-0.656810192,-0.233438678,1.039386468,-0.685569402,-0.458533883,-0.666048313,1.039386468,1.043930133,-1.195021941,1.131562605,1.327809209,1.079292657,3.811268335,2.510011202,2.330792168,3.520537183,2.280722564,-2.395170071,-2.873735945,-2.505186618,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,0.534935081,0.887263978,-1.825978384,-1.77894726,-1.243369187,-0.233438678,1.063967481,-0.638423757,-0.490423281,-0.640723097,1.063967481,1.057049739,-1.062276956,1.132840265,1.523619445,1.562416767,3.266999423,2.545942144,2.178108081,3.195506403,2.415465515,-2.458157647,-2.863940666,-2.17425529,Chlamydomonas_Reinhardtii
0,0,3.42E-49,-6.84E-49,-4.22E-81,0,0,0.248938237,0.624092461,-1.606134518,-1.659449704,-0.991624414,-0.233438678,0.899942525,-0.754315761,-0.558725059,-0.730311485,0.899942525,0.73997759,-0.934761212,0.888848578,0.886312544,1.167865411,3.178091859,2.695654399,2.47777254,3.400550431,3.13223092,-2.551207475,-2.863357614,-2.593759415,Chlamydomonas_Reinhardtii
