<<<<<<< HEAD
contrast,dissimilarity,homogeneity,energy,correlation,label
-0.4153634226851485,-0.41536342268514853,0.4153634226851499,0.4289913616085475,0.4094516780765397,Chlamydomonas_Reinhardtii
1.7348221401574528,1.734822140157453,-1.7348221401574542,-1.7577268310068943,-1.243644943330547,Chlamydomonas_Reinhardtii
0.7239798853630641,0.7239798853630642,-0.7239798853630635,-1.328282440272721,0.8206494335211989,Chlamydomonas_Reinhardtii
-0.480006318940316,-0.4800063189403159,0.4800063189403206,0.5335660341010687,0.23526207085853906,Chlamydomonas_Reinhardtii
-0.1142197329987072,-0.11421973299870716,0.11421973299871273,0.018515131637804865,0.5208651503714944,Chlamydomonas_Reinhardtii
2.0802055054297526,2.080205505429752,-2.0802055054297517,-1.9025471972688723,-1.893062891282169,Chlamydomonas_Reinhardtii
2.0747123306341693,2.074712330634169,-2.0747123306341666,-1.9324762227321868,-1.8081827294210076,Chlamydomonas_Reinhardtii
2.09442890445403,2.09442890445403,-2.094428904454032,-1.863074024836927,-2.0280530830872925,Chlamydomonas_Reinhardtii
2.1219928708390112,2.1219928708390112,-2.121992870839011,-1.9846911919687897,-1.8208874156269796,Chlamydomonas_Reinhardtii
2.006538107724698,2.006538107724698,-2.0065381077246984,-1.8274976489342805,-1.8614808681521469,Chlamydomonas_Reinhardtii
2.358689849084413,2.358689849084413,-2.358689849084408,-2.139378890436379,-2.1191907247381088,Chlamydomonas_Reinhardtii
2.3262212623462335,2.326221262346233,-2.3262212623462317,-2.1275868365350883,-2.0581456563782785,Chlamydomonas_Reinhardtii
1.9411104722130188,1.9411104722130186,-1.9411104722130206,-1.8683183522643325,-1.5797004347134602,Chlamydomonas_Reinhardtii
2.199583964826625,2.1995839648266244,-2.1995839648266235,-1.902033755732848,-2.2340043238821115,Chlamydomonas_Reinhardtii
1.9086418854748384,1.9086418854748386,-1.9086418854748384,-1.7660765544873531,-1.7261777482759073,Chlamydomonas_Reinhardtii
2.342995063954174,2.3429950639541737,-2.3429950639541706,-2.096927328476694,-2.172045574742566,Chlamydomonas_Reinhardtii
1.8890234040620415,1.8890234040620413,-1.8890234040620413,-1.7225651074792658,-1.7752469116857268,Chlamydomonas_Reinhardtii
1.869699199870436,1.869699199870436,-1.869699199870438,-1.752120844952502,-1.6463096275978795,Chlamydomonas_Reinhardtii
1.536283108259943,1.536283108259943,-1.536283108259944,-1.4736812993914736,-1.332142496104904,Chlamydomonas_Reinhardtii
2.1436712928001525,2.1436712928001525,-2.143671292800153,-1.980162365687487,-1.8910275771624903,Chlamydomonas_Reinhardtii
2.0150721471392643,2.0150721471392643,-2.015072147139268,-1.9112104199322566,-1.6899651226145715,Chlamydomonas_Reinhardtii
1.8438028044055432,1.8438028044055432,-1.8438028044055423,-1.7024655831790718,-1.6911819778517612,Chlamydomonas_Reinhardtii
1.6592909867181826,1.6592909867181829,-1.659290986718181,-1.5740985789563742,-1.4565975717805737,Chlamydomonas_Reinhardtii
2.1505377612946313,2.150537761294631,-2.1505377612946304,-2.105752002549125,-1.6360898514745095,Chlamydomonas_Reinhardtii
1.3845341545319545,1.3845341545319543,-1.3845341545319558,-1.3519373837379642,-1.16734839833691,Chlamydomonas_Reinhardtii
1.668609765389262,1.668609765389262,-1.6686097653892633,-1.607905243966551,-1.4008946761173589,Chlamydomonas_Reinhardtii
1.499400363203884,1.499400363203884,-1.499400363203883,-1.4577413515619502,-1.2576131169087899,Chlamydomonas_Reinhardtii
1.5201959535014489,1.5201959535014486,-1.5201959535014498,-1.5035435909743573,-1.2067679113550074,Chlamydomonas_Reinhardtii
1.1979623962962513,1.1979623962962511,-1.1979623962962465,-1.1101765139056792,-1.2169721385237522,Chlamydomonas_Reinhardtii
1.134006146890531,1.1340061468905307,-1.1340061468905318,-1.1389313883391088,-0.9117845213406405,Chlamydomonas_Reinhardtii
1.4447628924692426,1.4447628924692424,-1.4447628924692393,-1.3674073599173155,-1.320661409418105,Chlamydomonas_Reinhardtii
1.371684049206572,1.3716840492065718,-1.3716840492065736,-1.3296000302901,-1.1850624334888524,Chlamydomonas_Reinhardtii
2.4935669087973946,2.493566908797394,-2.4935669087973977,-2.3104112169673647,-2.1069785689232003,Chlamydomonas_Reinhardtii
