<<<<<<< HEAD
contrast,dissimilarity,homogeneity,energy,correlation,label
2.0109607540945964,2.010960754094597,-2.010960754094596,-2.0002887632643755,-1.528249841261673,Chlamydomonas_Reinhardtii
2.1490620197624066,2.1490620197624066,-2.1490620197624053,-2.0867048358873443,-1.6882753773034236,Chlamydomonas_Reinhardtii
1.5957570080850356,1.5957570080850356,-1.5957570080850372,-1.6440835956619329,-1.188176818581588,Chlamydomonas_Reinhardtii
1.1951978868115758,1.1951978868115756,-1.1951978868115753,-1.3337434503992334,-0.7675852168342007,Chlamydomonas_Reinhardtii
2.906328201647036,2.9063282016470366,-2.906328201647035,-2.2519264463345587,-3.053088478170824,Chlamydomonas_Reinhardtii
2.9347175021131084,2.934717502113109,-2.9347175021131067,-2.277755765165495,-3.0654656368463087,Chlamydomonas_Reinhardtii
3.176476530577788,3.176476530577789,-3.176476530577788,-2.31758252484274,-3.5205454535167244,Chlamydomonas_Reinhardtii
3.130742758357228,3.1307427583572283,-3.1307427583572274,-2.3284982466666144,-3.397252889828626,Chlamydomonas_Reinhardtii
2.8816205107514916,2.8816205107514916,-2.881620510751491,-2.3135684939113084,-2.881475653521931,Chlamydomonas_Reinhardtii
3.105216932001566,3.105216932001567,-3.105216932001567,-2.3476243217125674,-3.303304239938642,Chlamydomonas_Reinhardtii
2.8538039051075015,2.853803905107502,-2.853803905107499,-2.3199464369436322,-2.8095518262323824,Chlamydomonas_Reinhardtii
2.642888583489246,2.642888583489246,-2.6428885834892446,-2.083869600723089,-2.7934520117721764,Chlamydomonas_Reinhardtii
2.6231715189004174,2.6231715189004174,-2.6231715189004152,-2.265384437847319,-2.410199146103806,Chlamydomonas_Reinhardtii
2.5779286279559273,2.5779286279559273,-2.577928627955928,-2.2566327161546282,-2.3281894114260937,Chlamydomonas_Reinhardtii
1.1050393591066427,1.105039359106643,-1.1050393591066434,-1.1859847875257263,-0.8177652367834324,Chlamydomonas_Reinhardtii
3.1783582421360586,3.1783582421360586,-3.1783582421360594,-2.2591656415265455,-3.6472392595604295,Chlamydomonas_Reinhardtii
3.1301700635351457,3.130170063535146,-3.1301700635351453,-2.231953013903561,-3.596356289587862,Chlamydomonas_Reinhardtii
3.1681315488845914,3.1681315488845914,-3.168131548884591,-2.3338580867942396,-3.4689125911699428,Chlamydomonas_Reinhardtii
3.069300785302414,3.069300785302414,-3.0693007853024143,-2.2436340127816785,-3.4338995774705605,Chlamydomonas_Reinhardtii
3.065128294455816,3.0651282944558162,-3.0651282944558136,-2.300218966774594,-3.309026142681091,Chlamydomonas_Reinhardtii
2.8510222445431026,2.851022244543103,-2.851022244543103,-2.2216903922163658,-2.989497895892531,Chlamydomonas_Reinhardtii
2.9994320170083917,2.9994320170083917,-2.9994320170083912,-2.271239208101806,-3.221365639408537,Chlamydomonas_Reinhardtii
2.7845896451815726,2.7845896451815735,-2.784589645181573,-2.2594209693651157,-2.770894884456106,Chlamydomonas_Reinhardtii
2.085656521603311,2.085656521603311,-2.08565652160331,-1.9485695152035525,-1.782695047215212,Chlamydomonas_Reinhardtii
2.2842179977737946,2.2842179977737946,-2.2842179977737946,-2.069516880349176,-2.013656304467304,Chlamydomonas_Reinhardtii
0.8928150207521994,0.8928150207521994,-0.8928150207521972,-0.9815273996821651,-0.655675955621779,Chlamydomonas_Reinhardtii
2.2800455069271965,2.2800455069271965,-2.2800455069271983,-2.081175199365757,-1.9840833701886331,Chlamydomonas_Reinhardtii
1.9039486359112456,1.9039486359112459,-1.903948635911246,-1.832852768919321,-1.573376163061364,Chlamydomonas_Reinhardtii
1.7379489510534332,1.7379489510534334,-1.7379489510534343,-1.745651265902432,-1.3431281437498999,Chlamydomonas_Reinhardtii
2.20575880714854,2.20575880714854,-2.20575880714854,-2.0615283525407584,-1.8542928815253075,Chlamydomonas_Reinhardtii
1.7521845080594753,1.7521845080594753,-1.7521845080594707,-1.7214181593826388,-1.4195904963314598,Chlamydomonas_Reinhardtii
2.1144548897994424,2.114454889799443,-2.1144548897994424,-2.063442174628226,-1.6511454652018822,Chlamydomonas_Reinhardtii
1.9599091013832732,1.959909101383274,-1.9599091013832683,-1.9360843766506712,-1.521812682562354,Chlamydomonas_Reinhardtii
2.1165820419957475,2.116582041995748,-2.1165820419957457,-2.0357902662397236,-1.7016390288616703,Chlamydomonas_Reinhardtii
2.2253940581913567,2.2253940581913567,-2.2253940581913563,-2.098078938723979,-1.8354422911761572,Chlamydomonas_Reinhardtii
1.8597693210649076,1.8597693210649078,-1.859769321064907,-1.8702284747318383,-1.4078722003596342,Chlamydomonas_Reinhardtii
0.9025508327275957,0.9025508327275956,-0.9025508327275947,-1.0383293511484035,-0.564367372497307,Chlamydomonas_Reinhardtii
1.578576163422571,1.5785761634225712,-1.578576163422572,-1.6571517635806798,-1.1245392598301733,Chlamydomonas_Reinhardtii
1.6648076409189407,1.6648076409189412,-1.6648076409189394,-1.7496071094845298,-1.166920467999884,Chlamydomonas_Reinhardtii
