<<<<<<< HEAD
contrast,dissimilarity,homogeneity,energy,correlation,label
0.192101340982041,0.19210134098204085,-0.19210134098204446,-0.10453774310341432,-0.3650731694029202,Chlamydomonas_Reinhardtii
0.5127008010585318,0.5127008010585314,-0.5127008010585345,-0.5070019777789275,-0.07388872915699486,Chlamydomonas_Reinhardtii
0.6321445279386035,0.6321445279386032,-0.6321445279386068,-0.5979831848273395,-0.25472196486112386,Chlamydomonas_Reinhardtii
2.611257386806595,2.6112573868065945,-2.611257386806601,-2.1374202445090003,-2.2383857406023275,Chlamydomonas_Reinhardtii
2.9960248047844527,2.9960248047844527,-2.9960248047844553,-2.35761339764389,-2.7467986963632467,Chlamydomonas_Reinhardtii
1.5953848847501286,1.5953848847501284,-1.5953848847501322,-1.3704629250509381,-1.2778384682031125,Chlamydomonas_Reinhardtii
2.6297627529429444,2.629762752942944,-2.629762752942949,-2.1531964221297994,-2.2494235847528206,Chlamydomonas_Reinhardtii
2.8712938304368523,2.8712938304368523,-2.871293830436854,-2.2866619944956597,-2.5841715412271045,Chlamydomonas_Reinhardtii
3.324194641916722,3.3241946419167214,-3.324194641916723,-2.562445730058548,-3.113499907195787,Chlamydomonas_Reinhardtii
3.935712877422442,3.935712877422441,-3.935712877422447,-2.904815820993488,-3.856054529547785,Chlamydomonas_Reinhardtii
1.125540848431134,1.1255408484311338,-1.1255408484311364,-0.8731980797954104,-1.3040014968296776,Chlamydomonas_Reinhardtii
3.047335138162511,3.0473351381625102,-3.047335138162513,-2.5594387713397135,-2.3774306227881525,Chlamydomonas_Reinhardtii
1.4665683100867113,1.4665683100867108,-1.4665683100867182,-1.2848539265899417,-1.09976071887463,Chlamydomonas_Reinhardtii
-0.6919504685317303,-0.6919504685317305,0.6919504685317304,0.8270702619664791,-1.4248994856806332,Chlamydomonas_Reinhardtii
-0.692671456822757,-0.6926714568227571,0.692671456822758,0.8086458004136379,-0.9904248982971678,Chlamydomonas_Reinhardtii
