<<<<<<< HEAD
feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
0.3096323397946988,0.576236638020052,-0.21612239138817155,-0.3614913446625423,-0.2947543722112371,-0.2518756617741919,-0.2146176215445469,-0.38481232388909253,-0.38504935620918657,-0.02632082688959764,Chlamydomonas_Reinhardtii
-0.07765311566166835,0.3267700148591634,0.3171182470432388,0.04133204714840742,-0.18177193400711728,-0.24305324976288586,0.03722696688813073,-0.0640433643363473,-0.03161810580980819,0.5246033695503715,Chlamydomonas_Reinhardtii
-0.28226817458195386,0.20367793106267298,0.2039596231900608,0.3635907605971675,0.22802877405528155,0.1980673508023815,0.2554922768631177,0.11842001785079878,0.06034887613980319,0.7512493997313773,Chlamydomonas_Reinhardtii
-2.1430242022630903,-0.8811736341303991,3.9040916113754536,3.7284516887882133,3.031525206781228,2.6683427139678795,2.131352877976817,1.5831260721202174,1.1281283119152323,0.23984297265629936,Chlamydomonas_Reinhardtii
-2.465383725562059,-1.170029724106168,4.539640046715215,4.347256984293546,3.5600532227869386,2.9683047223522623,2.2717753151635223,1.8426573212128927,1.4473392899612672,0.059688435845756685,Chlamydomonas_Reinhardtii
-1.0164306382079138,-0.6858675278399754,1.3324456254518824,1.2275183753746957,0.994011405947617,1.2508751841514871,0.8141293639319657,0.6766413240854464,0.44532694011492024,1.8868041253049137,Chlamydomonas_Reinhardtii
-2.0360250553277055,-1.114227979451761,3.5103616050917985,3.762734530644465,2.9262025948960315,2.683046733986722,1.8825609512221113,1.495643628605832,1.1275936201597112,0.3479356947426148,Chlamydomonas_Reinhardtii
-2.4777938104965735,-1.4687331807856598,4.347425397978312,5.224897735813574,4.1364551532859215,3.165338590604749,2.2153010741210433,1.862653308301895,1.3313111790132108,-0.2727257417530575,Chlamydomonas_Reinhardtii
-2.945139448030478,-1.80682610428002,5.254244506938706,5.420309934394204,4.716686996944365,3.982882103652377,2.668621333299862,2.2742373758838594,1.8488927983575352,-0.5505124146415745,Chlamydomonas_Reinhardtii
-3.5479366223496305,-1.9085822268851105,5.761133137075539,5.111764357687946,4.22645811253327,3.850545923482797,3.392102150979189,3.144895980384168,2.7252525856564476,-0.5551615639786226,Chlamydomonas_Reinhardtii
-0.4667546811084529,0.018219191475960423,0.7558016792411716,0.7424161631087431,0.46356843336217474,1.0744269439253797,0.2829662319648644,0.19548788475632833,-0.023597729476993234,1.0859881519986987,Chlamydomonas_Reinhardtii
-2.630801077189184,-1.7707190930330474,3.315046720084944,2.622830038924116,2.3574604907159737,2.5683553778397528,2.725095574342341,2.4104600379276873,2.1761241527363846,1.217326620770271,Chlamydomonas_Reinhardtii
-0.8753794289522159,-0.7728526003894932,0.9945198720273255,0.5658595275490498,0.6550640913352584,0.8920970956917358,0.7988660555421061,0.569162893482059,0.3276947539003012,2.4818952404468386,Chlamydomonas_Reinhardtii
0.7930202822439503,0.7108173163042193,-0.4796424743339269,-0.6340399374197395,-0.8634964763912951,-0.9488462106673144,-0.7366227684777326,-0.781399401154305,-0.736341839586481,-0.5632975753184396,Chlamydomonas_Reinhardtii
0.7373262425378381,0.7140997718721269,-0.8082675189486329,-0.5071934225516105,-0.7543439513466376,-0.7635755584299022,-0.7992023328761554,-0.7801496519612422,-0.7315296137867919,-0.08327290626841882,Chlamydomonas_Reinhardtii
-0.6253616202715125,-1.1667472685382603,-0.3618334960758249,-0.5449045485934855,-0.14730271557196212,0.17748172277600252,0.8919722367202476,0.8840996901338453,0.8174724019575337,1.3660993995557396,Chlamydomonas_Reinhardtii
0.9322553815092329,0.6024962825633015,-0.6191531064816792,-0.7368884629884915,-0.8941357816669889,-1.0605967628105155,-0.9380984392238746,-0.8651325970895021,-0.8085252265818155,-0.7748338701540564,Chlamydomonas_Reinhardtii
0.7515524374627679,0.7042524051684039,-0.8268689365683333,-0.8260238518147457,-0.6528512526209036,-0.6312393782603223,-0.8282026188168882,-0.7759838213177003,-0.7331336890533551,-0.05537801024614769,Chlamydomonas_Reinhardtii
0.8724750943246815,0.4482208708717,-0.6982091313654062,-0.9254440931978728,-0.8328571711156022,-0.6430025942753953,-0.8831505290203812,-0.7497390882633848,-0.7448969076748169,-0.7236932274465452,Chlamydomonas_Reinhardtii
0.8185971646089868,1.0571163787183486,-0.794316455733858,-0.582615674635362,-0.9228601303629511,-0.9047341506107869,-0.7350964376387468,-0.8318059519411649,-0.7705621119398247,-0.5714335866582737,Chlamydomonas_Reinhardtii
0.8817069867759678,0.8355506278846636,-0.9601790961761859,-0.8448794148356832,-0.9286050001021441,-1.0664783708180519,-0.9060454916051701,-0.7797330688968881,-0.6892889651006333,-0.7213686527780212,Chlamydomonas_Reinhardtii
0.85703815940614,0.6829164439770159,-0.88732354383236,-0.9940097769103746,-0.733279428969599,-1.0341295267766,-0.8572029047576207,-0.7972295575997651,-0.7994354667379585,-0.2576160064076515,Chlamydomonas_Reinhardtii
0.7574547949316224,1.0768111121257828,-0.7168105489851065,-0.6203268006772386,-0.9075404777251047,-0.7371083223959854,-0.7763073702913668,-0.7530717527782184,-0.7235092374539771,-0.5144815072794525,Chlamydomonas_Reinhardtii
0.7495849849731513,0.7485655553351457,-0.9369273241515601,-0.8020258625153686,-0.7524289947669068,-0.7400491263997537,-0.7702020469354228,-0.7547380850356353,-0.7406193736306489,0.010872367806769513,Chlamydomonas_Reinhardtii
0.75594136993961,0.2529147645812644,-0.6160528702117293,-0.8174531413506827,-0.6834905578965965,-0.7929835984675859,-0.7488334151896201,-0.7343255148822788,-0.6999828002110533,-0.09954492894808686,Chlamydomonas_Reinhardtii
