<<<<<<< HEAD
feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
0.6607092342456693,0.8734090469728137,-0.14732230496008028,-0.40128927157506655,-0.5042062424244489,-0.3848303281440796,0.2584968969980068,0.4708085320100755,-0.2772440682011272,0.5220689512387818,Chlamydomonas_Reinhardtii
0.8591187653934975,1.067365388512251,0.008803027141213213,-0.2311960295457485,-0.2944727954821414,-0.0760653862793652,0.47989872632175007,-0.07211835375827771,-0.6194739648550487,0.9302428337941419,Chlamydomonas_Reinhardtii
0.5728231332003196,1.0566297976521355,0.2372280096786773,0.13267432365621157,-0.007762711098242697,-0.059124300973514135,0.32694555415534726,-0.11736226090563857,-0.5308692381871158,0.2862972793517798,Chlamydomonas_Reinhardtii
1.7100160164234535,2.6097119420823267,2.543482076490409,1.8745152451969533,2.1803075048743397,4.368510316704206,2.5037818607887936,-2.422697157646845,-2.7867737076373507,-2.625902225181325,Chlamydomonas_Reinhardtii
1.782588630165446,2.608996236024985,3.5158599838058513,2.8254584759515815,2.515360405042813,5.052165081788732,2.339843101671213,-2.919327952380685,-3.0060196185987436,-3.544759412851609,Chlamydomonas_Reinhardtii
1.97567173094689,1.807405451802952,1.6004431577577607,0.584820916392374,0.5567326301400954,1.2808608980570675,1.6029637307921896,-1.1316675281162825,-1.8610340237205314,0.22712138541967164,Chlamydomonas_Reinhardtii
1.7552906745377237,2.593250702763483,1.7366598904635882,2.022360004091635,2.0958935111581987,3.861370730774199,2.164918755602453,-2.3621965841358366,-2.605501250962214,-2.253140688601088,Chlamydomonas_Reinhardtii
1.545562478861326,2.5331313939468307,2.7582853857572904,2.4838366058842585,2.860453736181929,5.485528973644871,2.693071974409093,-3.231826566863633,-3.022740440033434,-3.4408521345298686,Chlamydomonas_Reinhardtii
1.5428992636781351,3.1937280848726677,2.9112672547961425,3.0378956052371437,3.1519981021442844,6.240773486312189,3.2685477216208074,-3.9020677029768893,-3.32480911137226,-4.12906312144113,Chlamydomonas_Reinhardtii
2.3731565970383497,3.7040265037568734,3.3157261688303667,3.253921199544422,2.9508176149177103,6.100326424260452,2.738704412513987,-3.9730901153593776,-3.5257715073069376,-4.0363386892167945,Chlamydomonas_Reinhardtii
1.9190784083040529,1.5948407527726443,1.1488322977869039,0.003489582874450425,-0.0713521072456443,0.4414574454832611,0.9539690555225908,-0.3551558194010826,-1.4598905786471907,0.9600637567205587,Chlamydomonas_Reinhardtii
2.7599886023970384,3.1486386032601765,2.393643670514,1.7080104681893502,1.403475641997602,3.323081407346334,1.8868989012226383,-2.5479070402174515,-2.833341976679756,-1.0822035118184175,Chlamydomonas_Reinhardtii
2.358508913530791,2.170268422874891,1.0796761104131767,-0.022347365281901805,-0.10407647485366386,0.3879017564518598,1.0435438414321971,-0.2388894998712296,-1.6331932980029897,0.7764786999547961,Chlamydomonas_Reinhardtii
-0.15490041560698914,-0.5486988889639578,-0.47424246345406484,-0.6718595342124213,-0.6689436839057292,-0.5498692882204398,-0.329654527465067,0.48553910643014503,0.5117599264133261,0.6455462102309852,Chlamydomonas_Reinhardtii
-0.37062084544556945,-0.5436889465625707,-0.4490947589545275,-0.6790364642558525,-0.720633310013851,-0.4678962948050291,-0.4133139973240384,0.3997861196275872,0.4765993205927168,1.0085227564759944,Chlamydomonas_Reinhardtii
1.446357713287412,0.6987767689815833,0.3420101117600826,-0.5670763555783263,-0.6696874195331842,-0.5848444320776817,-0.3913428234216815,-0.3146467397458856,-0.23583268801241072,1.284366293545367,Chlamydomonas_Reinhardtii
-0.48580490211863897,-0.6689375065972619,-0.5014858099952302,-0.7357342115989588,-0.770835464867063,-0.6192730893121544,-0.36683651406905327,0.501847956680941,0.5555153469900829,1.0714262657739064,Chlamydomonas_Reinhardtii
-0.43653542122957983,-0.2373667540205792,-0.4344252646631309,-0.6783187712515092,-0.6239476784447024,-0.5526017213342869,-0.32627434686470475,0.4434517509442293,0.4190921964061225,0.8841135936423401,Chlamydomonas_Reinhardtii
-0.1608926497691718,-0.7584007637649001,-0.5119640202033708,-0.7142034214686652,-0.7332768156805858,-0.5329282029145882,-0.39894822977249844,0.6265317473079733,0.43753198079204064,1.0313544005915292,Chlamydomonas_Reinhardtii
-0.1695480991145466,-0.47354975294314194,-0.6848544886376899,-0.8089388980419564,-0.8359123322693746,-0.6247379555398486,-0.32627434686470475,0.644944965333066,0.3836190518671088,1.3016065146122027,Chlamydomonas_Reinhardtii
-0.30736948484475124,-0.3597524898259075,-0.5172031253074413,-0.627362567943148,-0.6830746608273741,-0.546043881861054,-0.3448653401666979,0.0867614132010652,0.4204986206389463,1.2675920243992567,Chlamydomonas_Reinhardtii
-0.27873992162543343,-0.6138281401819968,-0.6974283408874586,-0.8046327400158977,-0.8574806654655692,-0.6591666127743208,-0.3575410174180575,0.3918947404739782,0.5106660408989068,1.39106928339146,Chlamydomonas_Reinhardtii
-0.2887269785624049,-0.47999110745921175,-0.4889119577454615,-0.6352571909909227,-0.6819590573861914,-0.5050573851533489,-0.404018500673041,0.6123272648314779,0.44878337465463625,0.7718191807475414,Chlamydomonas_Reinhardtii
-0.40657425041866657,-0.38909643817689094,-0.6188417643264041,-0.6445872000473829,-0.6589032529350868,-0.484290893488111,-0.2848671345102638,0.5954923226371116,0.3182984597203775,1.15063809229721,Chlamydomonas_Reinhardtii
