<<<<<<< HEAD
Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,class
-0.3399375861786571,-0.3755447359770911,-0.1858482142594913,-0.11778980808921014,-0.02985892807438545,-0.048359387590130976,0.004461832896702928,Chlamydomonas_Reinhardtii
-0.568891790064491,-0.4067683949406592,-0.10868554432518036,-0.009142177767003443,-0.02581262900656107,-0.0005019700482154107,0.0041543983884108964,Chlamydomonas_Reinhardtii
0.7687017631739639,-0.3541993033501887,-0.20133692264926575,-0.14901816308116075,-0.029871114472657806,-0.05050470517906737,0.004374480978655557,Chlamydomonas_Reinhardtii
0.40094411058881607,-0.2633915819095627,-0.12782003419941332,-0.08573757407351304,-0.029766525657116072,-0.045334574235975866,0.004777447504680402,Chlamydomonas_Reinhardtii
0.19159634551931604,-0.3314212763811484,-0.19632787599139528,-0.152385139826068,-0.029881570603084807,-0.05139703743757341,0.004443860008954432,Chlamydomonas_Reinhardtii
-0.6698919325282157,-0.5009610999483599,-0.22735544322234144,-0.16858277870989852,-0.029880139305320665,-0.05158473391324844,0.004520695136147183,Chlamydomonas_Reinhardtii
-0.6320841315035003,-0.5246074252875971,-0.2090170073206528,-0.14737054959250567,-0.029778083481792283,-0.04934775819198554,0.004500716297699821,Chlamydomonas_Reinhardtii
-0.6368241454132335,-0.4776438576823107,-0.2142944856048578,-0.15235121777369381,-0.02986013115118587,-0.050122662985433504,0.004562048442691129,Chlamydomonas_Reinhardtii
-0.37178005303586137,-0.3913305282269791,-0.20175773444182668,-0.1361013077433722,-0.029818075852305212,-0.0468116709247178,0.0028801900648412304,Chlamydomonas_Reinhardtii
-0.6049479743743333,-0.4904175060735242,-0.20684900623113556,-0.14156464787531275,-0.02978035395314424,-0.04765729027110064,0.004528993919880457,Chlamydomonas_Reinhardtii
-0.5198780009804866,-0.444185617478291,-0.1873261939736286,-0.11938353163197486,-0.029632539495620436,-0.043638460564365884,0.004558482143217578,Chlamydomonas_Reinhardtii
-0.6235962673790982,-0.4570737381075883,-0.20856661103969656,-0.14937755257622137,-0.029847357942386618,-0.049607016320951575,0.004486745741105493,Chlamydomonas_Reinhardtii
-0.7355350185398504,-0.5327324414130604,-0.21783829863959106,-0.1560549584145434,-0.02987144099057337,-0.050725992534860216,0.004510301481452674,Chlamydomonas_Reinhardtii
-0.620078017062558,-0.4905979909750111,-0.20465199209881105,-0.13103126077194674,-0.02963911574825915,-0.04397912452867517,0.004557094841654625,Chlamydomonas_Reinhardtii
-0.3322988802459208,-0.38659921716593837,-0.1415654590876588,-0.05461952154203132,-0.029286712277790963,-0.03714442646799231,0.005987749384884289,Chlamydomonas_Reinhardtii
-0.6378578256068417,-0.3730557703654209,-0.031903289103408686,0.1047638070616108,-0.012562549602814384,0.037242836898407725,0.004330946973617308,Chlamydomonas_Reinhardtii
-0.5446039157914166,-0.5004185664194679,-0.21614960822922744,-0.15381075785250553,-0.029866605746745673,-0.05016576397452111,0.0045231543746991265,Chlamydomonas_Reinhardtii
-0.513182929214459,-0.3281858038148124,-0.206990382278518,-0.14723058824241875,-0.029845013327293356,-0.04931724334216222,0.0044274312316690614,Chlamydomonas_Reinhardtii
-0.4930305999750485,-0.48515070946376804,-0.21649753841869043,-0.1603203481755384,-0.029876456708163773,-0.05114285162322073,0.004216422219550744,Chlamydomonas_Reinhardtii
-0.34709226551998457,-0.4513888415604487,-0.2080313774148857,-0.15502834288934875,-0.029858919812008902,-0.05074710874710884,0.004531530617804943,Chlamydomonas_Reinhardtii
-0.4638480054080728,-0.503938843656415,-0.21792210835210726,-0.15841068535828193,-0.029876965991993343,-0.05118018698212968,0.004474811478309847,Chlamydomonas_Reinhardtii
-0.3700828898726987,-0.44726986640035726,-0.20096722649236298,-0.14361370664554046,-0.02986083760030489,-0.05017348875024398,0.004448531476736148,Chlamydomonas_Reinhardtii
-0.24343714734582236,-0.3982562423817324,-0.1947758320612953,-0.1439232818841337,-0.02983980745750133,-0.049135392839072055,0.003767737281366337,Chlamydomonas_Reinhardtii
-0.5588533253239106,-0.47240273029840474,-0.2078678554192788,-0.1610703671228939,-0.029871028026874705,-0.05076171317503644,0.004344498791489404,Chlamydomonas_Reinhardtii
-0.4082045260838526,-0.4695338233176447,-0.2141846781653046,-0.15394846496118067,-0.02987076571154747,-0.05052617784102213,0.004535404255548587,Chlamydomonas_Reinhardtii
-0.2537629592433039,-0.4245741312658406,-0.20059199984208348,-0.1445565773898147,-0.029849363394551895,-0.049647570713168374,0.0047849057412631055,Chlamydomonas_Reinhardtii
-0.3682832906266451,-0.4486197865039048,-0.20546107200380126,-0.14732707663418937,-0.02986851957172052,-0.050095782640536664,0.0044333448074366745,Chlamydomonas_Reinhardtii
-0.27022787049442765,-0.4168115057729706,-0.19277551135787682,-0.12754176631600805,-0.02972438044608808,-0.046383826155115215,0.004556330377748633,Chlamydomonas_Reinhardtii
-0.34314398092831194,-0.2763937181764513,-0.18448102111199707,-0.12678737945322752,-0.029824240752171795,-0.047565358989380836,0.005105427851301814,Chlamydomonas_Reinhardtii
-0.24737942179394903,-0.3929387700906448,-0.20103844769329568,-0.13866997065084985,-0.029844409996161846,-0.048466181106528596,0.004721746848978006,Chlamydomonas_Reinhardtii
-0.5090509109687364,-0.4715077295000527,-0.21553710430112297,-0.15021274236984156,-0.029866600894702684,-0.05023804268579576,0.0044857650665014025,Chlamydomonas_Reinhardtii
-0.429371889899099,-0.4656403008652735,-0.2054904444272686,-0.14726826599631584,-0.02986449210288049,-0.04994738758554486,0.004441872554696618,Chlamydomonas_Reinhardtii
0.22748507534271223,-0.3277014483191558,-0.1896214777935332,-0.13855777050022547,-0.02981932616893958,-0.04853675437266251,0.0045574821407506445,Chlamydomonas_Reinhardtii
-0.014488946072158134,-0.3452868224138298,-0.18818672621540902,-0.12868456085151664,-0.029829771958091732,-0.04716707042358858,0.004431881240464355,Chlamydomonas_Reinhardtii
-0.32052590447450224,-0.39897815616447957,-0.18530871759216563,-0.12552305214942794,-0.029819636560269133,-0.04758991817086991,0.004602678062630066,Chlamydomonas_Reinhardtii
-0.05372337583140327,-0.23575735871414608,-0.16142084254348793,-0.12579276202852574,-0.02982057992974506,-0.04808261575459223,0.0007219483138653757,Chlamydomonas_Reinhardtii
-0.040271272163129174,-0.35545595011178793,-0.18267539698665006,-0.12339823358344361,-0.029826202818953013,-0.047744487741580306,0.004138866604149927,Chlamydomonas_Reinhardtii
-0.7791782326594352,-0.5235146084394384,-0.23004795178166826,-0.165376459683004,-0.02988016303647178,-0.05135776616558681,0.004474819205218564,Chlamydomonas_Reinhardtii
-0.49523468718472874,-0.4852862120347383,-0.1777750309303093,-0.12199053344746444,-0.029591813236332205,-0.047499385313350725,0.006132321382365656,Chlamydomonas_Reinhardtii
-0.5144560911098889,-0.49299604026972343,-0.21073499999261164,-0.1445340796680722,-0.029835148016726213,-0.04902943990884756,0.004347003608703266,Chlamydomonas_Reinhardtii
-0.6029593978681481,-0.493361427688412,-0.22303185874545048,-0.15806500327177964,-0.029874346406120317,-0.05095062069111402,0.004514266887897607,Chlamydomonas_Reinhardtii
-0.7626815282664084,-0.4931748066732855,-0.22709951260715963,-0.1622535529852473,-0.029870557846519544,-0.050228288215063005,0.004471538866556637,Chlamydomonas_Reinhardtii
-0.6452057757287879,-0.46294655615510666,-0.21404139692284788,-0.15171465742908052,-0.029856266135633663,-0.04983996407882324,0.004468751741462407,Chlamydomonas_Reinhardtii
-0.6052092345370114,-0.5305535105876131,-0.22114418849313622,-0.16295767413529091,-0.029874186566962307,-0.051336255614953905,0.004654205170872397,Chlamydomonas_Reinhardtii
-0.7593415147604299,-0.5408527962458426,-0.2325447566075773,-0.17130010886427308,-0.02988074627821789,-0.05176354532686993,0.004393390833817995,Chlamydomonas_Reinhardtii
-0.26405690809882804,-0.45510504604348584,-0.19273721016933013,-0.13719088098346038,-0.02984701142914815,-0.049576763275963553,0.004846428148407485,Chlamydomonas_Reinhardtii
-0.616198822835186,-0.47977935135909827,-0.2217880938631277,-0.16428742529048074,-0.0298777710060469,-0.051346196332483926,0.004349692471878494,Chlamydomonas_Reinhardtii
-0.6792462660282741,-0.4433016371423763,-0.210447264366286,-0.14916082928623806,-0.029824452199382706,-0.04759595595532546,0.0052391216636443645,Chlamydomonas_Reinhardtii
-0.5744974087994276,-0.4659309197846089,-0.14778776548160877,-0.06170883840809616,-0.0289007360712779,-0.0343041472252068,0.002712739872353117,Chlamydomonas_Reinhardtii
-0.5078963576182842,-0.4992171070415119,-0.22031062370569215,-0.16110942351521831,-0.029880339732282764,-0.05145312782311534,0.004508373129589326,Chlamydomonas_Reinhardtii
-0.45645367550049415,-0.27070348966507535,-0.0876987611153831,0.04735323834223866,-0.022361346294398735,0.045559119976583996,0.013374614597922736,Chlamydomonas_Reinhardtii
-0.4213338456301548,-0.4177496874574462,-0.19776220331967495,-0.1369983880650328,-0.02982577262231257,-0.0484204477618867,0.004654091558744431,Chlamydomonas_Reinhardtii
-0.4731295527333259,-0.5041072236566443,-0.21816777699466577,-0.16602286411566386,-0.029881192100800424,-0.051672742231376495,0.0045442662240221185,Chlamydomonas_Reinhardtii
-0.3258529889785472,-0.4295794675639493,-0.2065127049012395,-0.1473346160423578,-0.029867317608363343,-0.05027699430058783,0.004443011083993758,Chlamydomonas_Reinhardtii
-0.7285388091590865,-0.525966996195844,-0.21454807105285423,-0.16337073139014946,-0.029878764981658524,-0.05171416213390528,0.004147193713077534,Chlamydomonas_Reinhardtii
-0.3196348402022005,-0.4180350553999903,-0.22031960645299437,-0.15880763465434392,-0.02987359968031552,-0.050798506950843494,0.004482562126095441,Chlamydomonas_Reinhardtii
-0.5735034123163925,-0.5167585027015646,-0.21901470351166907,-0.15972368700530218,-0.029877471820858224,-0.0511833096594998,0.004481011075266026,Chlamydomonas_Reinhardtii
-0.6263700944630171,-0.5026516345726112,-0.22131786852205826,-0.16514186986292737,-0.029878261061227828,-0.05140694905277531,0.004543792254345539,Chlamydomonas_Reinhardtii
-0.5677903896593407,-0.4886282708044655,-0.2245839538785721,-0.1624240900737301,-0.02986943164939257,-0.050838354179676436,0.004511492089572992,Chlamydomonas_Reinhardtii
