<<<<<<< HEAD
Hu_1,Hu_2,Hu_3,Hu_4,Hu_5,Hu_6,Hu_7,contrast,dissimilarity,homogeneity,energy,correlation,Eccentricity,Convexity,FeretDiameter,Area,Perimeter,Solidity,Extent,AspectRatio,Circularity,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,Class
-0.222433466,-0.429515532,-0.255993493,-0.180333213,-0.022707975,-0.053301728,0.022729162,0.192101341,0.192101341,-0.192101341,-0.104537743,-0.365073169,-0.004973588,0.260207713,-0.392924835,-0.022805916,-0.323154141,0.260207713,0.274206901,-0.459377901,0.19307796,0.30963234,0.576236638,-0.216122391,-0.361491345,-0.294754372,-0.251875662,-0.214617622,-0.384812324,-0.385049356,-0.026320827,Chlamydomonas_Reinhardtii
0.012542756,-0.336073828,-0.245046101,-0.172324007,-0.022708099,-0.053035957,0.022657551,0.512700801,0.512700801,-0.512700801,-0.507001978,-0.073888729,0.043889179,0.277996974,-0.418540354,-0.004548466,-0.329857285,0.277996974,0.355146664,-0.351227826,0.15537936,-0.077653116,0.326770015,0.317118247,0.041332047,-0.181771934,-0.24305325,0.037226967,-0.064043364,-0.031618106,0.52460337,Chlamydomonas_Reinhardtii
-0.076582182,-0.458755262,-0.233713976,-0.17985889,-0.022707999,-0.053525371,0.02266133,0.632144528,0.632144528,-0.632144528,-0.597983185,-0.254721965,-0.229868233,0.229677264,-0.397499751,-0.028686758,-0.337975725,0.229677264,0.363277114,-0.179235459,0.229785317,-0.282268175,0.203677931,0.203959623,0.363590761,0.228028774,0.198067351,0.255492277,0.118420018,0.060348876,0.7512494,Chlamydomonas_Reinhardtii
0.792548607,-0.33218784,-0.22544591,-0.159902241,-0.022707141,-0.052679707,0.022722772,2.611257387,2.611257387,-2.611257387,-2.137420245,-2.238385741,-0.503625645,0.75820315,-0.502827014,-0.180987419,-0.559316713,0.75820315,0.737062416,-0.492337813,0.741173275,-2.143024202,-0.881173634,3.904091611,3.728451689,3.031525207,2.668342714,2.131352878,1.583126072,1.128128312,0.239842973,Chlamydomonas_Reinhardtii
0.66165825,-0.313044713,-0.226701389,-0.157823207,-0.022700251,-0.051551337,0.022731372,2.996024805,2.996024805,-2.996024805,-2.357613398,-2.746798696,-0.824233721,1.040371538,-0.510325637,-0.166809094,-0.570551953,1.040371538,1.026350999,-0.512561489,1.087915486,-2.465383726,-1.170029724,4.539640047,4.347256984,3.560053223,2.968304722,2.271775315,1.842657321,1.44733929,0.059688436,Chlamydomonas_Reinhardtii
0.041645645,-0.391354772,-0.244885877,-0.176624134,-0.022708359,-0.053292923,0.022742983,1.595384885,1.595384885,-1.595384885,-1.370462925,-1.277838468,-0.105297771,0.02269662,-0.499859602,-0.210446886,-0.52955045,0.02269662,0.017271421,0.021481594,-0.013951394,-1.016430638,-0.685867528,1.332445625,1.227518375,0.994011406,1.250875184,0.814129364,0.676641324,0.44532694,1.886804125,Chlamydomonas_Reinhardtii
0.769517431,-0.310760717,-0.226777655,-0.166996964,-0.02270823,-0.053268614,0.022717612,2.629762753,2.629762753,-2.629762753,-2.153196422,-2.249423585,-0.159778295,0.737626433,-0.503754249,-0.151227603,-0.565332178,0.737626433,0.761691295,-0.550755163,0.702011229,-2.036025055,-1.114227979,3.510361605,3.762734531,2.926202595,2.683046734,1.882560951,1.495643629,1.12759362,0.347935695,Chlamydomonas_Reinhardtii
0.892156159,-0.226327079,-0.199670997,-0.145228826,-0.022704975,-0.052113003,0.022776908,2.87129383,2.87129383,-2.87129383,-2.286661994,-2.584171541,-0.214258819,0.418499599,-0.480169603,-0.196387479,-0.524821111,0.418499599,0.42082132,-0.39803393,0.380869262,-2.47779381,-1.468733181,4.347425398,5.224897736,4.136455153,3.165338591,2.215301074,1.862653308,1.331311179,-0.272725742,Chlamydomonas_Reinhardtii
1.040702472,-0.265601532,-0.21674882,-0.150881362,-0.022703595,-0.051341144,0.022743659,3.324194642,3.324194642,-3.324194642,-2.56244573,-3.113499907,-0.557977204,0.758128487,-0.488768204,-0.175138385,-0.568861806,0.758128487,0.802594307,-0.59673346,0.780186783,-2.945139448,-1.806826104,5.254244507,5.420309934,4.716686997,3.982882104,2.668621333,2.274237376,1.848892798,-0.550512415,Chlamydomonas_Reinhardtii
0.816945879,-0.308155187,-0.230243389,-0.168934935,-0.022708151,-0.053143555,0.022732592,3.935712877,3.935712877,-3.935712877,-2.904815821,-3.85605453,-0.311276874,0.540316384,-0.451981714,-0.188630406,-0.4483699,0.540316384,0.591257743,-0.428777551,0.546642841,-3.547936622,-1.908582227,5.761133137,5.111764358,4.226458113,3.850545923,3.392102151,3.14489598,2.725252586,-0.555161564,Chlamydomonas_Reinhardtii
